date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
21:45:43	16/16	---MC-	502	error ('Bad%20Gateway')	text/plain	date:Wed,%2005%20Jan%202022%2016:15:45%20GMT	https://www.hsgadvisory.com/robots.txt		(from )
21:45:43	20536/20536	---M-Z	200	added ('OK')	text/html	date:Wed,%2005%20Jan%202022%2016:15:45%20GMT	https://www.hsgadvisory.com/	C:/My%20Web%20Sites/Magma/www.hsgadvisory.com/index.html	(from )
21:45:46	180141/180141	---M-Z	200	added ('OK')	text/css	etag:%222d6dfa5a832e54d6fe3ae0b154975cb5%22	https://uploads-ssl.webflow.com/5fec9cbd559a42ec579e8c62/css/hsg-advisory.webflow.e3ef5bf72.css	C:/My%20Web%20Sites/Magma/uploads-ssl.webflow.com/5fec9cbd559a42ec579e8c62/css/hsg-advisory.webflow.e3ef5bf72.css	(from https://www.hsgadvisory.com/)
21:45:46	13188/13188	---M--	200	added ('OK')	text/javascript	date:Tue,%2003%20Mar%202020%2019:15:00%20GMT	https://ajax.googleapis.com/ajax/libs/webfont/1.6.26/webfont.js	C:/My%20Web%20Sites/Magma/ajax.googleapis.com/ajax/libs/webfont/1.6.26/webfont.js	(from https://www.hsgadvisory.com/)
21:45:47	1752/1752	---M--	200	added ('OK')	image/png	etag:%228c459f63460be595c9854abb37ee6d93%22	https://uploads-ssl.webflow.com/5fec9cbd559a42ec579e8c62/6021a09e9a0aba87557a29ad_Untitled%20design%20(27).png	C:/My%20Web%20Sites/Magma/uploads-ssl.webflow.com/5fec9cbd559a42ec579e8c62/6021a09e9a0aba87557a29ad_Untitled%20design%20(27).png	(from https://www.hsgadvisory.com/)
21:45:47	9392/9392	---M--	200	added ('OK')	image/png	etag:%225bdce886419bb0acf1fbfab8d1da5c90%22	https://uploads-ssl.webflow.com/5fec9cbd559a42ec579e8c62/6021a05fdffbf03729035754_Untitled%20design%20(27).png	C:/My%20Web%20Sites/Magma/uploads-ssl.webflow.com/5fec9cbd559a42ec579e8c62/6021a05fdffbf03729035754_Untitled%20design%20(27).png	(from https://www.hsgadvisory.com/)
21:45:48	8743/8743	---M--	200	added ('OK')	image/png	etag:%221f49c7ed967cba3828420db62eb36f26%22	https://uploads-ssl.webflow.com/5fec9cbd559a42ec579e8c62/5fec9ee792fcdb3942d12bc4_logo-light.png	C:/My%20Web%20Sites/Magma/uploads-ssl.webflow.com/5fec9cbd559a42ec579e8c62/5fec9ee792fcdb3942d12bc4_logo-light.png	(from https://www.hsgadvisory.com/)
21:45:48	17913/17913	---M-Z	200	added ('OK')	text/html	date:Wed,%2005%20Jan%202022%2016:15:50%20GMT	https://www.hsgadvisory.com/what-we-do	C:/My%20Web%20Sites/Magma/www.hsgadvisory.com/what-we-do.html	(from https://www.hsgadvisory.com/)
21:45:49	27347/27347	---M-Z	200	added ('OK')	text/html	date:Wed,%2005%20Jan%202022%2016:15:50%20GMT	https://www.hsgadvisory.com/team	C:/My%20Web%20Sites/Magma/www.hsgadvisory.com/team.html	(from https://www.hsgadvisory.com/)
21:45:49	11083/11083	---M-Z	200	added ('OK')	text/html	date:Wed,%2005%20Jan%202022%2016:15:50%20GMT	https://www.hsgadvisory.com/careers	C:/My%20Web%20Sites/Magma/www.hsgadvisory.com/careers.html	(from https://www.hsgadvisory.com/)
